  Event Name,       Type,     Event ID,    Version,    Channel,      Level,     Opcode,       Task,            Keyword,        PID,        TID,     Processor Number,  Instance ID,   Parent Instance ID,                              Activity ID,                      Related Activity ID,           Clock-Time, Kernel(ms),   User(ms), User Data
  EventTrace,     Header,            0,          2,          0,          0,          0,          0, 0x0000000000000000, 0x00000CB0, 0x000014E8,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,        195,         90,   524288, 83951626,    26200,        4, 134329346384499619,   156250,        0, 0x10001,        5,        1,        8,        0,     2196, 0x0, 0x0, 134329343415000000,         10000000, 134329346249042144, 0x1,        0, "Relogger", "[multiple files]"
  EventTrace, PartitionInfoExtensionV2,            0,          2,          0,          0,         80,          0, 0x0000000000000000, 0x00000D3C, 0x0000053C,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,        135,         75,      0,      0,        0,                0, "", "",  0x00000000000000000000000000000000000000000000000000000000
  EventTrace, PartitionInfoExtensionV2,            0,          2,          0,          0,         80,          0, 0x0000000000000000, 0x00000D3C, 0x0000053C,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,        135,         75,      0,      0,        0,                0, "", "",  0x00000000000000000000000000000000000000000000000000000000
  EventTrace,  BuildInfo,            0,          2,          0,          0,         66,          0, 0x0000000000000000, 0xFFFFFFFF, 0xFFFFFFFF,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, "26100.1.amd64fre.ge_release.240331-1435"
  EventTrace,  DbgIdRSDS,            0,          2,          0,          0,         64,          0, 0x0000000000000000, 0xFFFFFFFF, 0xFFFFFFFF,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, {76abde1c-a54c-7125-11fb-d4ea4e39ba9f},        1, "VirtDisk.pdb"
  EventTrace,  DbgIdRSDS,            0,          2,          0,          0,         64,          0, 0x0000000000000000, 0xFFFFFFFF, 0xFFFFFFFF,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, {00844f38-82c9-9cd8-ff15-f634fd36752e},        1, "mup.pdb"
  EventTrace,  DbgIdRSDS,            0,          2,          0,          0,         64,          0, 0x0000000000000000, 0xFFFFFFFF, 0xFFFFFFFF,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, {ec8e496a-79b7-b9ae-8916-7be42e0159c3},        1, "csc.pdb"
  EventTrace,  DbgIdRSDS,            0,          2,          0,          0,         64,          0, 0x0000000000000000, 0xFFFFFFFF, 0xFFFFFFFF,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, {1a5973ce-a8eb-e746-ea5c-9625d59ef3f9},        1, "dfsc.pdb"
  EventTrace,  DbgIdRSDS,            0,          2,          0,          0,         64,          0, 0x0000000000000000, 0xFFFFFFFF, 0xFFFFFFFF,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, {e1d3f35a-c02a-703a-c0de-35c46fa7071e},        1, "vhdmp.pdb"
{9b79ee91-b5fd-41c0-a243-4248e266e9d0},         33,            0,          0,          0,          0,         33,          0, 0x0000000000000000, 0x00000000, 0x00000000,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, DataSize=64
{9b79ee91-b5fd-41c0-a243-4248e266e9d0},         34,            0,          0,          0,          0,         34,          0, 0x0000000000000000, 0x00000000, 0x00000000,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, DataSize=50
{9b79ee91-b5fd-41c0-a243-4248e266e9d0},         35,            0,          0,          0,          0,         35,          0, 0x0000000000000000, 0x00000000, 0x00000000,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, DataSize=14
{9b79ee91-b5fd-41c0-a243-4248e266e9d0},         35,            0,          0,          0,          0,         35,          0, 0x0000000000000000, 0x00000000, 0x00000000,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, DataSize=12
{9b79ee91-b5fd-41c0-a243-4248e266e9d0},         35,            0,          0,          0,          0,         35,          0, 0x0000000000000000, 0x00000000, 0x00000000,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, DataSize=132
{9b79ee91-b5fd-41c0-a243-4248e266e9d0},         35,            0,          0,          0,          0,         35,          0, 0x0000000000000000, 0x00000000, 0x00000000,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, DataSize=108
{9b79ee91-b5fd-41c0-a243-4248e266e9d0},         35,            0,          0,          0,          0,         35,          0, 0x0000000000000000, 0x00000000, 0x00000000,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, DataSize=50
{9b79ee91-b5fd-41c0-a243-4248e266e9d0},         35,            0,          0,          0,          0,         35,          0, 0x0000000000000000, 0x00000000, 0x00000000,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, DataSize=58
{9b79ee91-b5fd-41c0-a243-4248e266e9d0},         35,            0,          0,          0,          0,         35,          0, 0x0000000000000000, 0x00000000, 0x00000000,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, DataSize=58
{9b79ee91-b5fd-41c0-a243-4248e266e9d0},         35,            0,          0,          0,          0,         35,          0, 0x0000000000000000, 0x00000000, 0x00000000,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, DataSize=32
{9b79ee91-b5fd-41c0-a243-4248e266e9d0},         35,            0,          0,          0,          0,         35,          0, 0x0000000000000000, 0x00000000, 0x00000000,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, DataSize=52
{9b79ee91-b5fd-41c0-a243-4248e266e9d0},         35,            0,          0,          0,          0,         35,          0, 0x0000000000000000, 0x00000000, 0x00000000,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, DataSize=32
{9b79ee91-b5fd-41c0-a243-4248e266e9d0},         35,            0,          0,          0,          0,         35,          0, 0x0000000000000000, 0x00000000, 0x00000000,                    0,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346249042144,          0,          0, DataSize=12
   OnRundown,          0,            0,          0,         11,          5,          0,          0, 0x0000000000000000, 0x00000BEC, 0x00000A6C,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346250071313,         15,          0, "Begin Rundown"
      Entity,          0,            0,          0,         11,          5,          0,          0, 0x0000000000000000, 0x00000BEC, 0x00000A6C,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346250072384,         15,          0, "", "{"ActivityId":"344B2058-FD0D-4648-9D10-6A2D0F6A05DC","AdditionalParams":{},"CompartmentGuid":"B1062982-2B18-4B4F-B3D5-A78DDB9CDD49","CompartmentId":1,"Containers":[],"Flags":0,"Health":{"LastErrorCode":0,"LastUpdateTime":134329343644033640},"ID":"910F7D92-BA2D-4C3F-98AE-7C0AC590D2DC","IsDefault":true,"Policies":[],"ReadyOnCreate":false,"State":1,"Version":68719476736}"
   OnRundown,          0,            0,          0,         11,          5,          0,          0, 0x0000000000000000, 0x00000BEC, 0x00000A6C,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346250072431,         15,          0, "End Rundown"
Service starting,          0,            0,          0,         11,          4,          0,          0, 0x0000000000000000, 0x00000A10, 0x000002B0,                    2,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346259270416,          0,          0, DataSize=0
     Unknown,         10,           10,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000A10, 0x000002B0,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346259304124,          0,          0, "Unknown", "", "Unknown( 10): GUID=4d0a826c-214c-3a52-d413-1c62238d98a9 (No Format Information found).", "", "", {4d0a826c-214c-3a52-d413-1c62238d98a9}, " 10", "2026-09-03T19:43:45.930Z",        0, "", "", "2026-09-03T18:43:45.930412400Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         28,           28,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000A10, 0x000002B0,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346259304132,          0,          0, "Unknown", "", "Unknown( 28): GUID=4d0a826c-214c-3a52-d413-1c62238d98a9 (No Format Information found).", "", "", {4d0a826c-214c-3a52-d413-1c62238d98a9}, " 28", "2026-09-03T19:43:45.930Z",        0, "", "", "2026-09-03T18:43:45.930413200Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         30,           30,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000A10, 0x000002B0,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346259304137,          0,          0, "Unknown", "", "Unknown( 30): GUID=4d0a826c-214c-3a52-d413-1c62238d98a9 (No Format Information found).", "", "", {4d0a826c-214c-3a52-d413-1c62238d98a9}, " 30", "2026-09-03T19:43:45.930Z",        0, "", "", "2026-09-03T18:43:45.930413700Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         16,           16,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000A10, 0x000002B0,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346259304196,          0,          0, "Unknown", "", "Unknown( 16): GUID=b8ec61bc-8b28-3db2-3215-0b702b34e2f1 (No Format Information found).", "", "", {b8ec61bc-8b28-3db2-3215-0b702b34e2f1}, " 16", "2026-09-03T19:43:45.930Z",        0, "", "", "2026-09-03T18:43:45.930419600Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         16,           16,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000A10, 0x000002B0,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346259304214,          0,          0, "Unknown", "", "Unknown( 16): GUID=4224fc64-62d2-39ef-e09d-540716e6c5d6 (No Format Information found).", "", "", {4224fc64-62d2-39ef-e09d-540716e6c5d6}, " 16", "2026-09-03T19:43:45.930Z",        0, "", "", "2026-09-03T18:43:45.930421400Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         12,           12,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000A10, 0x000002B0,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346259304242,          0,          0, "Unknown", "", "Unknown( 12): GUID=4224fc64-62d2-39ef-e09d-540716e6c5d6 (No Format Information found).", "", "", {4224fc64-62d2-39ef-e09d-540716e6c5d6}, " 12", "2026-09-03T19:43:45.930Z",        0, "", "", "2026-09-03T18:43:45.930424200Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         24,           24,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000A10, 0x000002B0,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346259304252,          0,          0, "Unknown", "", "Unknown( 24): GUID=0fb1d466-81b3-31a7-af11-67046103ae69 (No Format Information found).", "", "", {0fb1d466-81b3-31a7-af11-67046103ae69}, " 24", "2026-09-03T19:43:45.930Z",        0, "", "", "2026-09-03T18:43:45.930425200Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         25,           25,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000A10, 0x000002B0,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346259304255,          0,          0, "Unknown", "", "Unknown( 25): GUID=0fb1d466-81b3-31a7-af11-67046103ae69 (No Format Information found).", "", "", {0fb1d466-81b3-31a7-af11-67046103ae69}, " 25", "2026-09-03T19:43:45.930Z",        0, "", "", "2026-09-03T18:43:45.930425500Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         46,           46,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000A10, 0x000002B0,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346259304345,          0,          0, "Unknown", "", "Unknown( 46): GUID=4d0a826c-214c-3a52-d413-1c62238d98a9 (No Format Information found).", "", "", {4d0a826c-214c-3a52-d413-1c62238d98a9}, " 46", "2026-09-03T19:43:45.930Z",        0, "", "", "2026-09-03T18:43:45.930434500Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         45,           45,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000A10, 0x000002B0,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346259304363,          0,          0, "Unknown", "", "Unknown( 45): GUID=4d0a826c-214c-3a52-d413-1c62238d98a9 (No Format Information found).", "", "", {4d0a826c-214c-3a52-d413-1c62238d98a9}, " 45", "2026-09-03T19:43:45.930Z",        0, "", "", "2026-09-03T18:43:45.930436300Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         24,           24,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000A10, 0x000002B0,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346259304366,          0,          0, "Unknown", "", "Unknown( 24): GUID=0fb1d466-81b3-31a7-af11-67046103ae69 (No Format Information found).", "", "", {0fb1d466-81b3-31a7-af11-67046103ae69}, " 24", "2026-09-03T19:43:45.930Z",        0, "", "", "2026-09-03T18:43:45.930436600Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         25,           25,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000A10, 0x000002B0,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346259304369,          0,          0, "Unknown", "", "Unknown( 25): GUID=0fb1d466-81b3-31a7-af11-67046103ae69 (No Format Information found).", "", "", {0fb1d466-81b3-31a7-af11-67046103ae69}, " 25", "2026-09-03T19:43:45.930Z",        0, "", "", "2026-09-03T18:43:45.930436900Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         47,           47,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000A10, 0x000002B0,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346259304374,          0,          0, "Unknown", "", "Unknown( 47): GUID=4d0a826c-214c-3a52-d413-1c62238d98a9 (No Format Information found).", "", "", {4d0a826c-214c-3a52-d413-1c62238d98a9}, " 47", "2026-09-03T19:43:45.930Z",        0, "", "", "2026-09-03T18:43:45.930437400Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         17,           17,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000A10, 0x000002B0,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346259304384,          0,          0, "Unknown", "", "Unknown( 17): GUID=4224fc64-62d2-39ef-e09d-540716e6c5d6 (No Format Information found).", "", "", {4224fc64-62d2-39ef-e09d-540716e6c5d6}, " 17", "2026-09-03T19:43:45.930Z",        0, "", "", "2026-09-03T18:43:45.930438400Z", {00000000-0000-0000-0000-000000000000}
     Unknown,         18,           18,          0,          0,          0,          0,          0, 0x0000000000000000, 0x00000A10, 0x000002B0,                    1,             ,                     ,   {00000000-0000-0000-0000-000000000000},                                         ,   134329346259304387,          0,          0, "Unknown", "", "Unknown( 18): GUID=4224fc64-62d2-39ef-e09d-540716e6c5d6 (No Format Information found).", "", "", {4224fc64-62d2-39ef-e09d-540716e6c5d6}, " 18", "2026-09-03T19:43:45.930Z",        0, "", "", "2026-09-03T18:43:45.930438700Z", {00000000-0000-0000-0000-000000000000}
